iata,name,city,country,continent,timezone
SNU,Abel Santamaría Airport,Santa Clara,Cuba,North America,
SNV,Santa Elena de Uairén Airport,Santa Elena de Uairén,Venezuela,South America,
SNW,Thandwe Airport,Thandwe,Myanmar,Asia,
SNX,Semnan Municipal Airport,Semnan,Iran,Asia,
SNY,Sidney Municipal Airport,Sidney,United States,North America,
SNZ,Santa Cruz Air Force Base,Rio de Janeiro,Brazil,South America,
SOA,Sóc Trăng Airfield,Sóc Trăng,Vietnam,Asia,
SOB,Hévíz–Balaton Airport,Hévíz,Hungary,Europe,
SOC,Adisumarmo International Airport,Surakarta,Indonesia,Asia,
SOD,Bertram Luiz Leupolz–Sorocaba Airport,Sorocaba,Brazil,South America,
SOE,Souanké Airport,Souanké,Republic of the Congo,Africa,
SOF,Sofia Airport,Sofia,Bulgaria,Europe,
SOG,"Sogndal Airport, Haukåsen",Sogndal,Norway,Europe,
SOJ,Sørkjosen Airport,Sørkjosen,Norway,Europe,
SOK,Semonkong Airport,Semonkong,Lesotho,Africa,
SOL,Solomon State Field Airport,Solomon,United States,North America,
SOM,San Tomé Airport,San Tomé,Venezuela,South America,
SON,Santo-Pekoa International Airport,Luganville,Vanuatu,Oceania,
SOO,Söderhamn Airport,Söderhamn,Sweden,Europe,
SOP,Moore County Airport,Pinehurst,United States,North America,
SOQ,Dominique Edward Osok Airport,Sorong,Indonesia,Asia,
SOT,Sodankylä Airfield,Sodankylä,Finland,Europe,
SOU,Southampton Airport,Southampton,United Kingdom,Europe,
SOV,Seldovia Airport,Seldovia,United States,North America,
SOW,Show Low Regional Airport,Show Low,United States,North America,
SOX,Alberto Lleras Camargo Airport,Sogamoso,Colombia,South America,
SOY,Stronsay Airport,Stronsay,United Kingdom,Europe,
SOZ,Solenzara Air Base,Sari-Solenzara,France,Europe,
SPA,Spartanburg Downtown Memorial Airport,Spartanburg,United States,North America,
SPB,Charlotte Amalie Harbor Seaplane Base,St. Thomas Island,United States Virgin Islands,North America,
SPC,La Palma Airport,La Palma,Spain,Europe,
SPD,Saidpur Airport,Saidpur,Bangladesh,Asia,
SPE,Sepulot Airport,Sapulut,Malaysia,Asia,
SPF,Black Hills Airport,Spearfish,United States,North America,
SPG,Albert Whitted Airport,St. Petersburg,United States,North America,
SPH,Sopu Airport,Sopu,Papua New Guinea,Oceania,
SPI,Abraham Lincoln Capital Airport,Springfield,United States,North America,
SPJ,Sparti Airport,Sparti,Greece,Europe,
SPM,Spangdahlem Air Base,Spangdahlem,Germany,Europe,
SPN,Saipan International Airport,Saipan,Northern Mariana Islands,Oceania,
SPP,Menongue Airport,Menongue,Angola,Africa,
SPR,John Greif II Airport,San Pedro Town,Belize,North America,
SPS,Wichita Falls Municipal Airport,Wichita Falls,United States,North America,
SPT,Sipitang Airstrip,Sipitang,Malaysia,Asia,
SPU,Split Airport,Split,Croatia,Europe,
SPV,Sepik Plains Airport,Sepik Plains,Papua New Guinea,Oceania,
SPW,Spencer Municipal Airport,Spencer,United States,North America,
SPY,San Pédro Airport,San-Pédro,Ivory Coast,Africa,
SPX,Sphinx International Airport,Egypt,Egypt,Africa,
SPZ,Springdale Municipal Airport,Springdale,United States,North America,
SQA,Santa Ynez Airport,Santa Ynez,United States,North America,
SQB,Santa Ana Airport,Piedras,Colombia,South America,
SQC,Southern Cross Airport,Southern Cross,Australia,Oceania,
SQD,Shangrao Sanqingshan Airport,Shangrao,China,Asia,
SQE,San Luis de Palenque Airport,San Luis de Palenque,Colombia,South America,
SQG,Tebelian Airport,Sintang,Indonesia,Asia,
SQH,Nà Sản Airport,Sơn La,Vietnam,Asia,
SQI,Whiteside County Airport,Sterling,United States,North America,
SQJ,Sanming Shaxian Airport,Sanming,China,Asia,
SQK,Sidi Barrani Airport,Sidi Barrani,Egypt,Africa,
SQL,San Carlos Airport,San Carlos,United States,North America,
SQM,São Miguel do Araguaia Airport,São Miguel do Araguaia,Brazil,South America,
SQN,Sanana Airport,Sanana Island,Indonesia,Asia,
SQO,Storuman Airport,Storuman,Sweden,Europe,
SQQ,Šiauliai International Airport,Šiauliai,Lithuania,Europe,
SQR,Soroako Airport,Soroako,Indonesia,Asia,
SQS,Matthew Spain Airport,San Ignacio,Belize,North America,
SQT,China Strait Airstrip,Samarai,Papua New Guinea,Oceania,
SQU,Saposoa Airport,Saposoa,Peru,South America,
SQV,Sequim Valley Airport,Sequim,United States,North America,
SQW,Skive Airport,Skive,Denmark,Europe,
SQX,Hélio Wasum Airport,São Miguel do Oeste,Brazil,South America,
SQY,São Lourenço do Sul Airport,São Lourenço do Sul,Brazil,South America,
SQZ,RAF Scampton,Scampton,United Kingdom,Europe,
SRA,Santa Rosa Airport,Santa Rosa,Brazil,South America,
SRB,Santa Rosa Airport,Santa Rosa de Yacuma,Bolivia,South America,
SRC,Searcy Municipal Airport,Searcy,United States,North America,
SRD,San Ramón Airport,San Ramón,Bolivia,South America,
SRE,Alcantarí Airport,Sucre,Bolivia,South America,
SRF,San Rafael Airport,San Rafael,United States,North America,
SRG,Achmad Yani International Airport,Semarang,Indonesia,Asia,
SRH,Sarh Airport,Sarh,Chad,Africa,
SRI,Temindung Airport,Samarinda,Indonesia,Asia,
SRJ,Capitán Germán Quiroga Guardia Airport,San Borja,Bolivia,South America,
SRL,Palo Verde Airport,Santa Rosalía,Mexico,North America,
SRM,Sandringham Station Airport,Sandringham Station,Australia,Oceania,
SRN,Strahan Airport,Strahan,Australia,Oceania,
SRO,Santana Ramos Airport,Santana Ramos,Colombia,South America,
SRP,"Stord Airport, Sørstokken",Stord,Norway,Europe,
SRQ,Sarasota–Bradenton International Airport,Sarasota,United States,North America,
SRR,Dunwich Airport,North Stradbroke Island,Australia,Oceania,
SRS,San Marcos Airport,San Marcos,Colombia,South America,
SRT,Soroti Airport,Soroti,Uganda,Africa,
SRV,Stony River Airport,Stony River,United States,North America,
SRW,Rowan County Airport,Salisbury,United States,North America,
SRX,Gardabya Airport,Sirte,Libya,Africa,
SRY,Dasht-e Naz Airport,Sari,Iran,Asia,
SRZ,El Trompillo Airport,Santa Cruz de la Sierra,Bolivia,South America,
SSA,Deputado Luís Eduardo Magalhães International Airport,Salvador,Brazil,South America,
SSB,Christiansted Harbor Seaplane Base,Saint Croix,United States Virgin Islands,North America,
SSC,Shaw Air Force Base,Sumter,United States,North America,
SSD,San Felipe Airport,San Felipe,Colombia,South America,
SSE,Solapur Airport,Solapur,India,Asia,
SSF,Stinson Municipal Airport,San Antonio,United States,North America,
SSG,Malabo International Airport,Malabo,Equatorial Guinea,Africa,
SSH,Sharm el-Sheikh International Airport,Sharm el-Sheikh,Egypt,Africa,
SSI,Malcolm McKinnon Airport,Brunswick,United States,North America,
SSJ,"Sandnessjøen Airport, Stokka",Sandnessjøen,Norway,Europe,
SSK,Sturt Creek Airport,Sturt Creek,Australia,Oceania,
SSL,Santa Rosalía Airport,Santa Rosalía,Colombia,South America,
SSN,Seoul Air Base,Seoul,South Korea,Asia,
SSO,São Lourenço Airport,São Lourenço,Brazil,South America,
SSP,Silver Plains Airport,Silver Plains,Australia,Oceania,
SSQ,La Sarre Airport,La Sarre,Canada,North America,
SSR,Sara Airport,Sara,Vanuatu,Oceania,
SSS,Siassi Airport,Umboi Island,Papua New Guinea,Oceania,
SST,Santa Teresita Airport,Santa Teresita,Argentina,South America,
SSV,Siasi Airport,Siasi,Philippines,Asia,
SSW,Stuart Island Airpark,Stuart Island,United States,North America,
SSY,Mbanza Congo Airport,M'banza-Kongo,Angola,Africa,
SSZ,Santos Air Force Base,Santos,Brazil,South America,
STA,Stauning Vestjylland Airport,Skjern,Denmark,Europe,
STB,Miguel Urdaneta Fernández Airport,Santa Bárbara del Zulia,Venezuela,South America,
STC,St. Cloud Regional Airport,St. Cloud,United States,North America,
STD,Mayor Buenaventura Vivas Airport,"Santo Domingo, Táchira",Venezuela,South America,
STE,Stevens Point Municipal Airport,Stevens Point,United States,North America,
STF,Stephens Island Airport,Stephens Island,Australia,Oceania,
STG,St. George Airport,St. George,United States,North America,
STH,Strathmore Airport,Strathmore Station,Australia,Oceania,
STI,Cibao International Airport,Santiago de los Caballeros,Dominican Republic,North America,
STJ,Rosecrans Memorial Airport,St. Joseph,United States,North America,
STK,Sterling Municipal Airport,Sterling,United States,North America,
STL,Lambert–St. Louis International Airport,St. Louis,United States,North America,
STM,Santarém-Maestro Wilson Fonseca Airport,Santarém,Brazil,South America,
STN,London Stansted Airport,London,United Kingdom,Europe,
STP,St. Paul Downtown Airport,St. Paul,United States,North America,
STQ,St. Marys Municipal Airport,St. Marys,United States,North America,
STR,Stuttgart Airport,Stuttgart,Germany,Europe,
STS,Charles M. Schulz–Sonoma County Airport,Santa Rosa,United States,North America,
STT,Cyril E. King Airport,St. Thomas Island,United States Virgin Islands,North America,
STV,Surat Airport,Surat,India,Asia,
STW,Stavropol Shpakovskoye Airport,Stavropol,Russia,Asia,
STX,Henry E. Rohlsen Airport,Saint Croix,United States Virgin Islands,North America,
STY,Nueva Hespérides International Airport,Salto,Uruguay,South America,
STZ,Santa Terezinha Airport,Santa Terezinha,Brazil,South America,
SUA,Witham Field,Stuart,United States,North America,
SUB,Juanda International Airport,Surabaya,Indonesia,Asia,
SUD,Stroud Municipal Airport,Stroud,United States,North America,
SUE,Door County Cherryland Airport,Sturgeon Bay,United States,North America,
SUF,Lamezia Terme International Airport,Lamezia Terme,Italy,Europe,
SUG,Surigao Airport,Surigao City,Philippines,Asia,
SUH,Sur Airport,Sur,Oman,Asia,
SUI,Sukhumi Babushara Airport,Sukhumi,Georgia,Europe,
SUJ,Satu Mare International Airport,Satu Mare,Romania,Europe,
SUK,Sakkyryr Airport,Batagay-Alyta,Russia,Asia,
SUL,Sui Airport,Sui,Pakistan,Asia,
SUM,Sumter Airport,Sumter,United States,North America,
SUN,Friedman Memorial Airport,Hailey,United States,North America,
SUO,Sunriver Airport,Sunriver,United States,North America,
SUP,Trunojoyo Airport,Sumenep,Indonesia,Asia,
SUQ,Sucúa Airport,Sucúa,Ecuador,South America,
SUR,Summer Beaver Airport,Summer Beaver,Canada,North America,
SUS,Spirit of St. Louis Airport,St. Louis,United States,North America,
SUT,Sumbawanga Airport,Sumbawanga,Tanzania,Africa,
SUU,Travis Air Force Base,Fairfield,United States,North America,
SUV,Nausori International Airport,Suva,Fiji,Oceania,
SUW,Richard I. Bong Airport,Superior,United States,North America,
SUX,Sioux Gateway Airport,Sioux City,United States,North America,
SUY,Suntar Airport,Suntar,Russia,Asia,
SUZ,Suria Airport,Suria,Papua New Guinea,Oceania,
SVA,Savoonga Airport,Savoonga,United States,North America,
SVB,Sambava Airport,Sambava,Madagascar,Africa,
SVC,Grant County Airport,Silver City,United States,North America,
SVD,Argyle International Airport,Saint Vincent,Saint Vincent and the Grenadines,North America,
SVE,Susanville Municipal Airport,Susanville,United States,North America,
SVF,Savé Airport,Savé,Benin,Africa,
SVG,"Stavanger Airport, Sola",Stavanger,Norway,Europe,
SVH,Statesville Regional Airport,Statesville,United States,North America,
SVI,Eduardo Falla Solano Airport,San Vicente del Caguán,Colombia,South America,
SVJ,"Svolvær Airport, Helle",Svolvær,Norway,Europe,
SVK,Silver Creek Airport,Silver Creek,Belize,North America,
SVL,Savonlinna Airport,Savonlinna,Finland,Europe,
SVM,St Pauls Airport,St Pauls,Australia,Oceania,
SVN,Hunter Army Airfield,Savannah,United States,North America,
SVO,Sheremetyevo International Airport,Moscow,Russia,Asia,
SVP,Kuito Airport,Kuito,Angola,Africa,
SVQ,Seville Airport,Seville,Spain,Europe,
SVS,Stevens Village Airport,Stevens Village,United States,North America,
SVT,Savuti Airport,Savuti,Botswana,Africa,
SVU,Savusavu Airport,Savusavu,Fiji,Oceania,
SVW,Sparrevohn LRRS Airport,Sparrevohn,United States,North America,
SVX,Koltsovo International Airport,Yekaterinburg,Russia,Asia,
SVY,Savo Airport,Savo Island,Solomon Islands,Oceania,
SVZ,Juan Vicente Gómez International Airport,San Antonio del Táchira,Venezuela,South America,
SWA,Jieyang Chaoshan International Airport,Shantou,China,Asia,
SWB,Shaw River Airport,Shaw River,Australia,Oceania,
SWC,Stawell Airport,Stawell,Australia,Oceania,
SWD,Seward Airport,Seward,United States,North America,
SWE,Siwea Airport,Siwea,Papua New Guinea,Oceania,
SWF,Stewart International Airport,Newburgh,United States,North America,
SWG,Satwag Airport,Satwag,Papua New Guinea,Oceania,
SWH,Swan Hill Airport,Swan Hill,Australia,Oceania,
SWJ,South West Bay Airport,South West Bay,Vanuatu,Oceania,
SWL,San Vicente Airport,San Vicente,Philippines,Asia,
SWM,Suia-Missu Airport,Alto Boa Vista,Brazil,South America,
SWN,Sahiwal Airport,Sahiwal,Pakistan,Asia,
SWO,Stillwater Regional Airport,Stillwater,United States,North America,
SWP,Swakopmund Airport,Swakopmund,Namibia,Africa,
SWQ,Sultan Muhammad Kaharuddin III Airport,Sumbawa Besar,Indonesia,Asia,
SWR,Silur Airport,Silur,Papua New Guinea,Oceania,
SWS,Swansea Airport,Swansea,United Kingdom,Europe,
SWT,Strezhevoy Airport,Strezhevoy,Russia,Asia,
SWU,Suwon Air Base,Suwon,South Korea,Asia,
SWV,Severo-Evensk Airport,Evensk,Russia,Asia,
SWW,Avenger Field,Sweetwater,United States,North America,
SWX,Shakawe Airport,Shakawe,Botswana,Africa,
SWY,Sitiawan Airport,Sitiawan,Malaysia,Asia,
SXA,Sialum Airport,Sialum,Papua New Guinea,Oceania,
SXB,Strasbourg Airport,Strasbourg,France,Europe,
SXE,West Sale Airport,Sale,Australia,Oceania,
SXG,Senanga Airport,Senanga,Zambia,Africa,
SXH,Sehulea Airport,Sehulea,Papua New Guinea,Oceania,
SXI,Sirri Island Airport,Sirri Island,Iran,Asia,
SXJ,Shanshan Airport,Shanshan,China,Asia,
SXK,Saumlaki Airport,Saumlaki,Indonesia,Asia,
SXL,Sligo Airport,Sligo,Ireland,Europe,
SXM,Princess Juliana International Airport,Sint Maarten,Kingdom of the Netherlands,Europe,
SXN,Sua Pan Airport,Sua Pan,Botswana,Africa,
SXO,São Félix do Araguaia Airport,São Félix do Araguaia,Brazil,South America,
SXP,Sheldon Point Airport,Nunam Iqua,United States,North America,
SXQ,Soldotna Airport,Soldotna,United States,North America,
SXR,Sheikh ul-Alam International Airport,Srinagar,India,Asia,
SXS,Sahabat Airport,Sahabat,Malaysia,Asia,
SXT,Sungai Tiang Airport,Taman Negara,Malaysia,Asia,
SXU,Soddu Airport,Sodo,Ethiopia,Africa,
SXV,Salem Airport,Salem,India,Asia,
SXW,Sauren Airport,Sauren,Papua New Guinea,Oceania,
SXX,São Félix do Xingu Airport,São Félix do Xingu,Brazil,South America,
SXY,Sidney Municipal Airport,Sidney,United States,North America,
SXZ,Siirt Airport,Siirt,Turkey,Asia,
SYA,Eareckson Air Station,Shemya,United States,North America,
SYB,Seal Bay Seaplane Base,Seal Bay,United States,North America,
SYC,Shiringayoc Airport,Shiringayoc,Peru,South America,
SYD,Sydney Airport,Sydney,Australia,Oceania,
SYE,Saadah Airport,Sa'dah,Yemen,Asia,
SYF,Silva Bay Seaplane Base,Gabriola Island,Canada,North America,
SYI,Shelbyville Municipal Airport,Shelbyville,United States,North America,
SYJ,Sirjan Airport,Sirjan,Iran,Asia,
SYK,Stykkishólmur Airport,Stykkishólmur,Iceland,Europe,
SYM,Pu'er Simao Airport,Simao,China,Asia,
SYN,Stanton Airfield,Stanton,United States,North America,
SYO,Shonai Airport,Shōnai,Japan,Asia,
SYP,Ruben Cantu Airport,Santiago de Veraguas,Panama,North America,
SYQ,Tobías Bolaños International Airport,San José,Costa Rica,North America,
SYR,Syracuse Hancock International Airport,Syracuse,United States,North America,
SYS,Saskylakh Airport,Saskylakh,Russia,Asia,
SYT,Saint-Yan Airport,Saint-Yan,France,Europe,
SYU,Warraber Island Airport,Sue Islet,Australia,Oceania,
SYV,Sylvester Airport,Sylvester,United States,North America,
SYW,Sehwan Sharif Airport,Sehwan Sharif,Pakistan,Asia,
SYX,Sanya Phoenix International Airport,Sanya,China,Asia,
SYY,Stornoway Airport,Stornoway,United Kingdom,Europe,
SYZ,Shiraz International Airport,Shiraz,Iran,Asia,
SZA,Soyo Airport,Soyo,Angola,Africa,
SZB,Sultan Abdul Aziz Shah Airport,Kuala Lumpur, Malaysia,Asia,
SZE,Semera Airport,Semera,Ethiopia,Africa,
SZF,Samsun-Çarşamba Airport,Samsun,Turkey,Asia,
SZG,Salzburg Airport,Salzburg,Austria,Europe,
SZI,Zaysan Airport,Zaysan,Kazakhstan,Asia,
SZJ,Siguanea Airport,Isla de la Juventud,Cuba,North America,
SZK,Skukuza Airport,Skukuza,South Africa,Africa,
SZL,Whiteman Air Force Base,Knob Noster,United States,North America,
SZM,Sesriem Airport,Sesriem,Namibia,Africa,
SZN,Santa Cruz Island Airport,Santa Cruz Island,United States,North America,
SZP,Santa Paula Airport,Santa Paula,United States,North America,
SZR,Stara Zagora Airport,Stara Zagora,Bulgaria,Europe,
SZS,Ryan's Creek Aerodrome,Stewart Island,New Zealand,Oceania,
SZU,Ségou Airport,Ségou,Mali,Africa,
SZV,Suzhou Guangfu Airport,Suzhou,China,Asia,
SZW,Schwerin-Parchim International Airport,Schwerin,Germany,Europe,
SZX,Shenzhen Bao'an International Airport,Shenzhen,China,Asia,
SZY,Olsztyn-Mazury Regional Airport,Szczytno,Poland,Europe,
SZZ,"""Solidarity"" Szczecin–Goleniów Airport",Szczecin,Poland,Europe,
TAA,Tarapaina Airport,Tarapaina,Solomon Islands,Oceania,
TAB,Arthur Napoleon Raymond Robinson International Airport,Tobago,Trinidad and Tobago,North America,
TAC,Daniel Z. Romualdez Airport,Tacloban,Philippines,Asia,
TAD,Perry Stokes Airport,Trinidad,United States,North America,
TAE,Daegu International Airport,Daegu,South Korea,Asia,
TAF,Oran Tafaraoui Airport,Oran,Algeria,Africa,
TAG,Bohol–Panglao International Airport,Tagbilaran,Philippines,Asia,
TAH,Whitegrass Airport,Tanna Island,Vanuatu,Oceania,
TAI,Taiz International Airport,Taiz,Yemen,Asia,
TAJ,Tadji Airport,Aitape,Papua New Guinea,Oceania,
TAK,Takamatsu Airport,Takamatsu,Japan,Asia,
TAL,Ralph M. Calhoun Memorial Airport,Tanana,United States,North America,
TAM,General Francisco Javier Mina International Airport,Tampico,Mexico,North America,
